#YY	MM	DD	hh	mm	WDIR	WSPD	GST	WVHT	DPD	APD	MWD	PRES	ATMP	WTMP	DEWP	VIS	PTDY	TIDE	Num
2019	5	12	8	6	40	4.1	5.1	MM	MM	MM	MM	1017.6	24.6	27.8	MM	MM	MM	MM	6105
2019	5	12	8	12	50	3.6	4.6	MM	MM	MM	MM	1017.6	24.7	27.8	MM	MM	MM	MM	6104
2019	5	12	8	18	50	3.6	4.6	MM	MM	MM	MM	1017.6	24.7	27.8	MM	MM	MM	MM	6103
2019	5	12	8	24	50	4.1	4.6	MM	MM	MM	MM	1017.6	24.7	27.8	MM	MM	MM	MM	6102
2019	5	12	8	30	40	3.6	4.1	MM	MM	MM	MM	1017.6	24.6	27.7	MM	MM	MM	MM	6101
2019	5	12	8	36	50	2.6	3.6	MM	MM	MM	MM	1017.7	24.8	27.7	MM	MM	MM	MM	6100
2019	5	12	8	42	50	3.6	4.1	MM	MM	MM	MM	1017.7	24.5	27.7	MM	MM	MM	MM	6099
2019	5	12	8	48	50	3.1	4.1	MM	MM	MM	MM	1017.7	24.7	27.7	MM	MM	MM	MM	6098
2019	5	12	8	54	40	3.6	4.1	MM	MM	MM	MM	1017.6	24.7	27.7	MM	MM	MM	MM	6097
2019	5	12	9	0	50	3.6	4.1	MM	MM	MM	MM	1017.6	24.6	27.7	MM	MM	1	MM	6096
2019	5	12	9	6	40	3.1	4.1	MM	MM	MM	MM	1017.6	24.7	27.7	MM	MM	MM	MM	6095
2019	5	12	9	12	60	3.1	3.6	MM	MM	MM	MM	1017.5	24.5	27.7	MM	MM	MM	MM	6094
2019	5	12	9	18	50	3.1	4.1	MM	MM	MM	MM	1017.5	24.6	27.7	MM	MM	MM	MM	6093
2019	5	12	9	24	60	2.6	3.6	MM	MM	MM	MM	1017.5	24.6	27.7	MM	MM	MM	MM	6092
2019	5	12	9	30	50	3.1	4.1	MM	MM	MM	MM	1017.4	24.4	27.7	MM	MM	MM	MM	6091
2019	5	12	9	36	50	2.6	3.6	MM	MM	MM	MM	1017.4	24.4	27.7	MM	MM	MM	MM	6090
2019	5	12	9	42	40	2.6	3.6	MM	MM	MM	MM	1017.4	24.6	27.7	MM	MM	MM	MM	6089
2019	5	12	9	48	60	3.1	3.6	MM	MM	MM	MM	1017.3	24.4	27.7	MM	MM	MM	MM	6088
2019	5	12	9	54	50	2.6	3.6	MM	MM	MM	MM	1017.2	24.5	27.7	MM	MM	MM	MM	6087
2019	5	12	10	0	50	3.1	3.6	MM	MM	MM	MM	1017.2	24.3	27.7	MM	MM	0	MM	6086
2019	5	12	10	6	50	2.6	3.6	MM	MM	MM	MM	1017.2	24.4	27.7	MM	MM	MM	MM	6085
2019	5	12	10	12	50	3.1	4.1	MM	MM	MM	MM	1017.1	24.5	27.7	MM	MM	MM	MM	6084
2019	5	12	10	18	50	2.6	3.6	MM	MM	MM	MM	1017.1	24.5	27.7	MM	MM	MM	MM	6083
2019	5	12	10	24	50	2.6	3.1	MM	MM	MM	MM	1017	24.5	27.7	MM	MM	MM	MM	6082
2019	5	12	10	30	50	2.6	3.1	MM	MM	MM	MM	1017	24.4	27.6	MM	MM	MM	MM	6081
2019	5	12	10	36	40	2.6	3.1	MM	MM	MM	MM	1016.9	24.5	27.6	MM	MM	MM	MM	6080
2019	5	12	10	42	50	2.6	3.1	MM	MM	MM	MM	1016.8	24.5	27.6	MM	MM	MM	MM	6079
2019	5	12	10	48	50	2.6	3.6	MM	MM	MM	MM	1016.8	24.4	27.6	MM	MM	MM	MM	6078
2019	5	12	10	54	60	3.1	3.6	MM	MM	MM	MM	1016.7	24.3	27.6	MM	MM	MM	MM	6077
2019	5	12	11	0	60	2.6	3.6	MM	MM	MM	MM	1016.7	24.3	27.6	MM	MM	-0.8	MM	6076
2019	5	12	11	6	50	2.6	3.6	MM	MM	MM	MM	1016.6	24.4	27.6	MM	MM	MM	MM	6075
2019	5	12	11	12	50	2.6	3.1	MM	MM	MM	MM	1016.6	24.2	27.6	MM	MM	MM	MM	6074
2019	5	12	11	18	50	2.1	3.1	MM	MM	MM	MM	1016.5	24.3	27.6	MM	MM	MM	MM	6073
2019	5	12	11	24	50	2.6	3.6	MM	MM	MM	MM	1016.5	24.3	27.6	MM	MM	MM	MM	6072
2019	5	12	11	30	60	2.6	3.6	MM	MM	MM	MM	1016.5	24.3	27.6	MM	MM	MM	MM	6071
2019	5	12	11	36	60	3.1	3.6	MM	MM	MM	MM	1016.4	24.2	27.6	MM	MM	MM	MM	6070
2019	5	12	11	42	50	2.6	3.6	MM	MM	MM	MM	1016.4	24.3	27.6	MM	MM	MM	MM	6069
2019	5	12	11	48	50	2.6	3.6	MM	MM	MM	MM	1016.4	24.3	27.6	MM	MM	MM	MM	6068
2019	5	12	11	54	50	3.1	4.1	MM	MM	MM	MM	1016.3	24.1	27.6	MM	MM	MM	MM	6067
2019	5	12	12	0	50	3.1	3.6	MM	MM	MM	MM	1016.3	24.2	27.6	MM	MM	-1.3	MM	6066
2019	5	12	12	6	60	3.1	3.6	MM	MM	MM	MM	1016.3	24.2	27.6	MM	MM	MM	MM	6065
2019	5	12	12	12	60	3.1	3.6	MM	MM	MM	MM	1016.3	24.2	27.6	MM	MM	MM	MM	6064
2019	5	12	12	18	50	2.6	3.6	MM	MM	MM	MM	1016.3	24.2	27.6	MM	MM	MM	MM	6063
2019	5	12	12	24	60	2.1	3.1	MM	MM	MM	MM	1016.3	24.2	27.6	MM	MM	MM	MM	6062
2019	5	12	12	30	50	2.6	3.6	MM	MM	MM	MM	1016.3	24.2	27.6	MM	MM	MM	MM	6061
2019	5	12	12	36	40	2.6	3.1	MM	MM	MM	MM	1016.3	24.2	27.6	MM	MM	MM	MM	6060
2019	5	12	12	42	50	2.6	3.1	MM	MM	MM	MM	1016.3	24.3	27.6	MM	MM	MM	MM	6059
2019	5	12	12	48	60	2.6	3.1	MM	MM	MM	MM	1016.3	24.2	27.5	MM	MM	MM	MM	6058
2019	5	12	12	54	50	2.1	3.1	MM	MM	MM	MM	1016.2	24.2	27.5	MM	MM	MM	MM	6057
2019	5	12	13	0	60	2.1	2.6	MM	MM	MM	MM	1016.2	24.1	27.5	MM	MM	-1	MM	6056
2019	5	12	13	6	50	2.1	2.6	MM	MM	MM	MM	1016.2	24	27.5	MM	MM	MM	MM	6055
2019	5	12	13	12	50	2.1	3.1	MM	MM	MM	MM	1016.1	24.1	27.5	MM	MM	MM	MM	6054
2019	5	12	13	18	60	1.5	2.6	MM	MM	MM	MM	1016	24	27.5	MM	MM	MM	MM	6053
2019	5	12	13	24	70	1.5	2.6	MM	MM	MM	MM	1016	24	27.5	MM	MM	MM	MM	6052
2019	5	12	13	30	60	2.1	2.6	MM	MM	MM	MM	1016	24	27.5	MM	MM	MM	MM	6051
2019	5	12	13	36	60	1.5	2.6	MM	MM	MM	MM	1015.9	24.2	27.5	MM	MM	MM	MM	6050
2019	5	12	13	42	60	2.1	2.6	MM	MM	MM	MM	1015.9	24.3	27.5	MM	MM	MM	MM	6049
2019	5	12	13	48	50	3.1	3.6	MM	MM	MM	MM	1015.9	24.2	27.5	MM	MM	MM	MM	6048
2019	5	12	13	54	60	2.6	3.6	MM	MM	MM	MM	1015.9	24.2	27.5	MM	MM	MM	MM	6047
2019	5	12	14	0	120	0.5	2.1	MM	MM	MM	MM	1015.9	24.1	27.5	MM	MM	-0.8	MM	6046
2019	5	12	14	6	70	1.5	2.6	MM	MM	MM	MM	1015.9	24	27.5	MM	MM	MM	MM	6045
2019	5	12	14	12	60	1.5	2.1	MM	MM	MM	MM	1015.9	24	27.5	MM	MM	MM	MM	6044
2019	5	12	14	18	60	2.6	3.6	MM	MM	MM	MM	1015.9	24.1	27.5	MM	MM	MM	MM	6043
2019	5	12	14	24	70	2.6	3.1	MM	MM	MM	MM	1016	24.1	27.5	MM	MM	MM	MM	6042
2019	5	12	14	30	80	2.6	2.6	MM	MM	MM	MM	1015.9	24.1	27.5	MM	MM	MM	MM	6041
2019	5	12	14	36	90	1.5	2.6	MM	MM	MM	MM	1015.9	24.1	27.5	MM	MM	MM	MM	6040
2019	5	12	14	42	70	1	2.6	MM	MM	MM	MM	1015.8	24.3	27.5	MM	MM	MM	MM	6039
2019	5	12	14	48	70	1	2.1	MM	MM	MM	MM	1015.8	24.2	27.5	MM	MM	MM	MM	6038
2019	5	12	14	54	60	2.1	2.6	MM	MM	MM	MM	1015.8	24.1	27.4	MM	MM	MM	MM	6037
2019	5	12	15	0	40	1.5	2.6	MM	MM	MM	MM	1015.8	24	27.4	MM	MM	-0.5	MM	6036
2019	5	12	15	6	30	2.1	2.6	MM	MM	MM	MM	1015.7	24.2	27.4	MM	MM	MM	MM	6035
2019	5	12	15	12	20	2.1	2.6	MM	MM	MM	MM	1015.7	24.3	27.4	MM	MM	MM	MM	6034
2019	5	12	15	18	30	1.5	2.6	MM	MM	MM	MM	1015.7	24.1	27.4	MM	MM	MM	MM	6033
2019	5	12	15	24	20	1.5	2.1	MM	MM	MM	MM	1015.8	24.3	27.4	MM	MM	MM	MM	6032
2019	5	12	15	30	30	1	2.6	MM	MM	MM	MM	1015.9	24.2	27.4	MM	MM	MM	MM	6031
2019	5	12	15	36	60	1	2.1	MM	MM	MM	MM	1015.8	24.1	27.4	MM	MM	MM	MM	6030
2019	5	12	15	42	180	1.5	2.1	MM	MM	MM	MM	1015.8	23.9	27.4	MM	MM	MM	MM	6029
2019	5	12	15	48	MM	0	1	MM	MM	MM	MM	1015.9	24	27.4	MM	MM	MM	MM	6028
2019	5	12	15	54	130	0.5	1	MM	MM	MM	MM	1015.8	24	27.4	MM	MM	MM	MM	6027
2019	5	12	16	0	MM	0	0.5	MM	MM	MM	MM	1015.9	24	27.4	MM	MM	-0.3	MM	6026
2019	5	12	16	6	MM	0	1	MM	MM	MM	MM	1016	23.8	27.4	MM	MM	MM	MM	6025
2019	5	12	16	12	MM	0	1	MM	MM	MM	MM	1016	23.7	27.3	MM	MM	MM	MM	6024
2019	5	12	16	18	MM	0	1	MM	MM	MM	MM	1016	23.8	27.3	MM	MM	MM	MM	6023
2019	5	12	16	24	MM	0	0.5	MM	MM	MM	MM	1016	23.6	27.3	MM	MM	MM	MM	6022
2019	5	12	16	30	MM	0	0.5	MM	MM	MM	MM	1016	23.6	27.3	MM	MM	MM	MM	6021
2019	5	12	16	36	MM	0	0.5	MM	MM	MM	MM	1016	23.6	27.3	MM	MM	MM	MM	6020
2019	5	12	16	42	MM	0	0.5	MM	MM	MM	MM	1016.1	23.9	27.3	MM	MM	MM	MM	6019
2019	5	12	16	48	310	1	1.5	MM	MM	MM	MM	1016.1	24.3	27.3	MM	MM	MM	MM	6018
2019	5	12	16	54	MM	0	1	MM	MM	MM	MM	1016.1	24.4	27.3	MM	MM	MM	MM	6017
2019	5	12	17	0	180	0.5	1	MM	MM	MM	MM	1016.2	24.7	27.3	MM	MM	0.3	MM	6016
2019	5	12	17	6	MM	0	1.5	MM	MM	MM	MM	1016.1	24.6	27.3	MM	MM	MM	MM	6015
2019	5	12	17	12	200	0.5	1	MM	MM	MM	MM	1016.1	24.6	27.3	MM	MM	MM	MM	6014
2019	5	12	17	18	200	1	1.5	MM	MM	MM	MM	1016.1	24.6	27.3	MM	MM	MM	MM	6013
2019	5	12	17	24	120	1	1.5	MM	MM	MM	MM	1016.2	24.7	27.3	MM	MM	MM	MM	6012
2019	5	12	17	30	MM	0	1	MM	MM	MM	MM	1016.1	24.8	27.3	MM	MM	MM	MM	6011
2019	5	12	17	36	MM	0	1.5	MM	MM	MM	MM	1016.1	24.9	27.3	MM	MM	MM	MM	6010
2019	5	12	17	42	160	1	2.1	MM	MM	MM	MM	1016.2	24.9	27.3	MM	MM	MM	MM	6009
2019	5	12	17	48	180	0.5	1	MM	MM	MM	MM	1016.2	25.2	27.3	MM	MM	MM	MM	6008
2019	5	12	17	54	160	0.5	1.5	MM	MM	MM	MM	1016.3	25.2	27.2	MM	MM	MM	MM	6007
2019	5	12	18	0	170	1	1.5	MM	MM	MM	MM	1016.4	25.8	27.2	MM	MM	0.6	MM	6006
2019	5	12	18	6	100	1	1.5	MM	MM	MM	MM	1016.4	26.4	27.2	MM	MM	MM	MM	6005
2019	5	12	18	12	110	3.1	4.6	MM	MM	MM	MM	1016.5	26.6	27.2	MM	MM	MM	MM	6004
2019	5	12	18	18	100	2.1	4.6	MM	MM	MM	MM	1016.5	26.2	27.2	MM	MM	MM	MM	6003
2019	5	12	18	24	100	3.6	5.1	MM	MM	MM	MM	1016.6	26.7	27.2	MM	MM	MM	MM	6002
2019	5	12	18	30	110	3.1	5.1	MM	MM	MM	MM	1016.7	27	27.2	MM	MM	MM	MM	6001
2019	5	12	18	36	110	2.1	4.6	MM	MM	MM	MM	1016.8	27.4	27.2	MM	MM	MM	MM	6000
2019	5	12	18	42	90	1	3.6	MM	MM	MM	MM	1016.9	26.7	27.2	MM	MM	MM	MM	5999
2019	5	12	18	48	90	1	3.1	MM	MM	MM	MM	1016.9	27.1	27.2	MM	MM	MM	MM	5998
2019	5	12	18	54	100	1	4.1	MM	MM	MM	MM	1016.9	27.1	27.2	MM	MM	MM	MM	5997
2019	5	12	19	0	90	1.5	3.6	MM	MM	MM	MM	1017	26.7	27.2	MM	MM	1.1	MM	5996
2019	5	12	19	6	100	2.1	4.1	MM	MM	MM	MM	1017	26.9	27.2	MM	MM	MM	MM	5995
2019	5	12	19	12	100	2.1	5.1	MM	MM	MM	MM	1017	27.1	27.2	MM	MM	MM	MM	5994
2019	5	12	19	18	100	1	3.1	MM	MM	MM	MM	1017	27	27.2	MM	MM	MM	MM	5993
2019	5	12	19	24	100	1	1.5	MM	MM	MM	MM	1017	27	27.2	MM	MM	MM	MM	5992
2019	5	12	19	30	110	2.1	3.6	MM	MM	MM	MM	1017.1	27.6	27.2	MM	MM	MM	MM	5991
2019	5	12	19	36	100	1.5	4.6	MM	MM	MM	MM	1017.2	27.7	27.2	MM	MM	MM	MM	5990
2019	5	12	19	42	100	2.1	3.6	MM	MM	MM	MM	1017.2	27.9	27.2	MM	MM	MM	MM	5989
2019	5	12	19	48	100	1.5	3.6	MM	MM	MM	MM	1017.3	27.7	27.2	MM	MM	MM	MM	5988
2019	5	12	19	54	100	2.1	4.1	MM	MM	MM	MM	1017.3	28.1	27.2	MM	MM	MM	MM	5987
2019	5	12	20	0	100	2.1	4.6	MM	MM	MM	MM	1017.4	28	27.3	MM	MM	1.2	MM	5986
2019	5	12	20	6	110	2.6	4.1	MM	MM	MM	MM	1017.4	28	27.3	MM	MM	MM	MM	5985
2019	5	12	20	12	100	2.1	4.1	MM	MM	MM	MM	1017.4	27.6	27.3	MM	MM	MM	MM	5984
2019	5	12	20	18	110	1.5	3.6	MM	MM	MM	MM	1017.4	28.3	27.3	MM	MM	MM	MM	5983
2019	5	12	20	24	110	2.1	3.6	MM	MM	MM	MM	1017.4	28.4	27.3	MM	MM	MM	MM	5982
2019	5	12	20	30	100	1	2.6	MM	MM	MM	MM	1017.4	27	27.3	MM	MM	MM	MM	5981
2019	5	12	20	36	100	1	2.1	MM	MM	MM	MM	1017.4	27	27.4	MM	MM	MM	MM	5980
2019	5	12	20	42	100	1	2.1	MM	MM	MM	MM	1017.4	26.9	27.4	MM	MM	MM	MM	5979
2019	5	12	20	48	60	2.1	3.6	MM	MM	MM	MM	1017.5	27	27.4	MM	MM	MM	MM	5978
2019	5	12	20	54	30	3.1	4.1	MM	MM	MM	MM	1017.6	25.8	27.4	MM	MM	MM	MM	5977
2019	5	12	21	0	20	3.6	4.6	MM	MM	MM	MM	1017.7	25.6	27.4	MM	MM	1.3	MM	5976
2019	5	12	21	6	30	4.1	4.6	MM	MM	MM	MM	1017.7	25.4	27.4	MM	MM	MM	MM	5975
2019	5	12	21	12	30	4.1	5.7	MM	MM	MM	MM	1017.7	25.5	27.4	MM	MM	MM	MM	5974
2019	5	12	21	18	10	3.6	4.6	MM	MM	MM	MM	1017.7	25.4	27.4	MM	MM	MM	MM	5973
2019	5	12	21	24	20	4.6	5.1	MM	MM	MM	MM	1017.7	25.4	27.4	MM	MM	MM	MM	5972
2019	5	12	21	30	20	4.1	4.6	MM	MM	MM	MM	1017.7	25.3	27.4	MM	MM	MM	MM	5971
2019	5	12	21	36	10	3.1	5.1	MM	MM	MM	MM	1017.8	25.6	27.4	MM	MM	MM	MM	5970
2019	5	12	21	42	20	3.6	4.6	MM	MM	MM	MM	1017.7	25.4	27.4	MM	MM	MM	MM	5969
2019	5	12	21	48	20	4.1	5.7	MM	MM	MM	MM	1017.6	25.5	27.5	MM	MM	MM	MM	5968
2019	5	12	21	54	20	4.1	5.1	MM	MM	MM	MM	1017.6	25.5	27.5	MM	MM	MM	MM	5967
2019	5	12	22	0	20	3.6	5.1	MM	MM	MM	MM	1017.6	25.5	27.5	MM	MM	0.6	MM	5966
2019	5	12	22	6	30	3.6	5.7	MM	MM	MM	MM	1017.5	25.8	27.5	MM	MM	MM	MM	5965
2019	5	12	22	12	40	3.6	4.6	MM	MM	MM	MM	1017.5	25.8	27.5	MM	MM	MM	MM	5964
2019	5	12	22	18	20	3.6	5.7	MM	MM	MM	MM	1017.4	25.5	27.5	MM	MM	MM	MM	5963
2019	5	12	22	24	20	3.1	5.7	MM	MM	MM	MM	1017.4	25.7	27.5	MM	MM	MM	MM	5962
2019	5	12	22	30	10	3.6	4.6	MM	MM	MM	MM	1017.4	25.6	27.5	MM	MM	MM	MM	5961
2019	5	12	22	36	10	4.1	5.1	MM	MM	MM	MM	1017.3	25.6	27.5	MM	MM	MM	MM	5960
2019	5	12	22	42	20	3.6	4.6	MM	MM	MM	MM	1017.3	25.6	27.5	MM	MM	MM	MM	5959
2019	5	12	22	48	40	2.6	4.1	MM	MM	MM	MM	1017.2	25.6	27.6	MM	MM	MM	MM	5958
2019	5	12	22	54	20	2.6	5.1	MM	MM	MM	MM	1017.2	25.8	27.6	MM	MM	MM	MM	5957
2019	5	12	23	0	20	3.1	4.6	MM	MM	MM	MM	1017.2	25.6	27.6	MM	MM	0	MM	5956
2019	5	12	23	6	10	3.6	5.1	MM	MM	MM	MM	1017.2	25.7	27.6	MM	MM	MM	MM	5955
2019	5	12	23	12	20	3.1	4.6	MM	MM	MM	MM	1017.2	25.6	27.7	MM	MM	MM	MM	5954
2019	5	12	23	18	10	3.6	5.1	MM	MM	MM	MM	1017.1	25.9	27.7	MM	MM	MM	MM	5953
2019	5	12	23	24	10	3.1	4.1	MM	MM	MM	MM	1017.2	25.9	27.7	MM	MM	MM	MM	5952
2019	5	12	23	30	10	3.1	4.1	MM	MM	MM	MM	1017.2	25.9	27.7	MM	MM	MM	MM	5951
2019	5	12	23	36	10	3.6	4.6	MM	MM	MM	MM	1017.1	25.9	27.7	MM	MM	MM	MM	5950
2019	5	12	23	42	20	3.1	4.1	MM	MM	MM	MM	1017.1	26	27.7	MM	MM	MM	MM	5949
2019	5	12	23	48	20	3.6	4.6	MM	MM	MM	MM	1017.2	25.8	27.7	MM	MM	MM	MM	5948
2019	5	12	23	54	10	4.1	4.6	MM	MM	MM	MM	1017.2	25.7	27.8	MM	MM	MM	MM	5947
2019	5	13	0	0	10	3.6	4.6	MM	MM	MM	MM	1017.2	26.1	27.8	MM	MM	-0.5	MM	5946
2019	5	13	0	6	30	3.6	4.6	MM	MM	MM	MM	1017.2	25.7	27.8	MM	MM	MM	MM	5945
2019	5	13	0	12	20	3.1	4.1	MM	MM	MM	MM	1017.1	25.9	27.8	MM	MM	MM	MM	5944
2019	5	13	0	18	20	4.1	4.6	MM	MM	MM	MM	1017.1	25.8	27.8	MM	MM	MM	MM	5943
2019	5	13	0	24	10	4.1	4.6	MM	MM	MM	MM	1017.1	25.7	27.9	MM	MM	MM	MM	5942
2019	5	13	0	30	10	4.1	4.6	MM	MM	MM	MM	1017	25.8	27.9	MM	MM	MM	MM	5941
2019	5	13	0	36	30	3.6	4.6	MM	MM	MM	MM	1017	25.7	27.9	MM	MM	MM	MM	5940
2019	5	13	0	42	30	3.6	4.6	MM	MM	MM	MM	1017	25.6	27.9	MM	MM	MM	MM	5939
2019	5	13	0	48	30	3.6	4.1	MM	MM	MM	MM	1016.8	25.7	27.9	MM	MM	MM	MM	5938
2019	5	13	0	54	10	2.6	4.1	MM	MM	MM	MM	1016.8	25.9	28	MM	MM	MM	MM	5937
2019	5	13	1	0	10	3.6	4.1	MM	MM	MM	MM	1016.7	26	28	MM	MM	-0.9	MM	5936
2019	5	13	1	6	20	3.1	4.1	MM	MM	MM	MM	1016.8	26	28	MM	MM	MM	MM	5935
2019	5	13	1	12	10	3.1	4.1	MM	MM	MM	MM	1016.7	26	28	MM	MM	MM	MM	5934
2019	5	13	1	18	360	2.6	4.1	MM	MM	MM	MM	1016.6	26	28.1	MM	MM	MM	MM	5933
2019	5	13	1	24	350	2.6	4.1	MM	MM	MM	MM	1016.6	26.1	28.1	MM	MM	MM	MM	5932
2019	5	13	1	30	10	2.6	3.1	MM	MM	MM	MM	1016.5	26.1	28.1	MM	MM	MM	MM	5931
2019	5	13	1	36	360	3.1	3.6	MM	MM	MM	MM	1016.4	26.2	28.1	MM	MM	MM	MM	5930
2019	5	13	1	42	10	3.1	4.6	MM	MM	MM	MM	1016.3	25.9	28.1	MM	MM	MM	MM	5929
2019	5	13	1	48	40	2.6	4.6	MM	MM	MM	MM	1016.3	25.5	28.1	MM	MM	MM	MM	5928
2019	5	13	1	54	20	3.1	4.1	MM	MM	MM	MM	1016.2	25.7	28.1	MM	MM	MM	MM	5927
2019	5	13	2	0	30	3.6	4.6	MM	MM	MM	MM	1016.1	25.7	28.2	MM	MM	-1.1	MM	5926
2019	5	13	2	6	20	3.6	4.1	MM	MM	MM	MM	1016.1	25.7	28.2	MM	MM	MM	MM	5925
2019	5	13	2	12	10	3.1	4.6	MM	MM	MM	MM	1016.1	25.8	28.2	MM	MM	MM	MM	5924
2019	5	13	2	18	10	3.1	4.1	MM	MM	MM	MM	1015.9	26.1	28.2	MM	MM	MM	MM	5923
2019	5	13	2	24	20	3.1	4.1	MM	MM	MM	MM	1015.9	25.8	28.2	MM	MM	MM	MM	5922
2019	5	13	2	30	50	2.1	3.1	MM	MM	MM	MM	1015.8	26.1	28.2	MM	MM	MM	MM	5921
2019	5	13	2	36	60	2.1	3.6	MM	MM	MM	MM	1015.7	26.5	28.3	MM	MM	MM	MM	5920
2019	5	13	2	42	50	3.6	4.6	MM	MM	MM	MM	1015.7	26.2	28.3	MM	MM	MM	MM	5919
2019	5	13	2	48	10	3.1	3.6	MM	MM	MM	MM	1015.7	26	28.3	MM	MM	MM	MM	5918
2019	5	13	2	54	20	3.6	4.1	MM	MM	MM	MM	1015.7	25.8	28.3	MM	MM	MM	MM	5917
2019	5	13	3	0	10	3.1	3.6	MM	MM	MM	MM	1015.7	25.7	28.3	MM	MM	-1.5	MM	5916
2019	5	13	3	6	10	2.6	3.6	MM	MM	MM	MM	1015.7	25.7	28.3	MM	MM	MM	MM	5915
2019	5	13	3	12	10	2.6	3.6	MM	MM	MM	MM	1015.7	25.6	28.3	MM	MM	MM	MM	5914
2019	5	13	3	18	350	1.5	3.6	MM	MM	MM	MM	1015.7	25.8	28.3	MM	MM	MM	MM	5913
2019	5	13	3	24	40	2.1	3.6	MM	MM	MM	MM	1015.6	25.4	28.4	MM	MM	MM	MM	5912
2019	5	13	3	30	50	2.1	3.1	MM	MM	MM	MM	1015.5	26	28.4	MM	MM	MM	MM	5911
2019	5	13	3	36	50	2.1	3.1	MM	MM	MM	MM	1015.5	26.2	28.4	MM	MM	MM	MM	5910
2019	5	13	3	42	40	2.6	3.1	MM	MM	MM	MM	1015.5	25.8	28.4	MM	MM	MM	MM	5909
2019	5	13	3	48	50	2.1	2.6	MM	MM	MM	MM	1015.6	26.1	28.4	MM	MM	MM	MM	5908
2019	5	13	3	54	20	2.6	3.1	MM	MM	MM	MM	1015.6	25.7	28.4	MM	MM	MM	MM	5907
2019	5	13	4	0	40	3.1	3.6	MM	MM	MM	MM	1015.7	25.4	28.4	MM	MM	-1	MM	5906
2019	5	13	4	6	30	3.1	3.6	MM	MM	MM	MM	1015.8	25.4	28.4	MM	MM	MM	MM	5905
2019	5	13	4	12	20	2.6	3.1	MM	MM	MM	MM	1015.8	25.5	28.4	MM	MM	MM	MM	5904
2019	5	13	4	18	30	2.6	3.6	MM	MM	MM	MM	1015.9	25.3	28.4	MM	MM	MM	MM	5903
2019	5	13	4	24	20	3.1	3.6	MM	MM	MM	MM	1016	25.4	28.4	MM	MM	MM	MM	5902
2019	5	13	4	30	20	2.1	3.6	MM	MM	MM	MM	1016	25.3	28.4	MM	MM	MM	MM	5901
2019	5	13	4	36	30	2.6	3.6	MM	MM	MM	MM	1016.1	25.3	28.4	MM	MM	MM	MM	5900
2019	5	13	4	42	60	2.1	3.1	MM	MM	MM	MM	1016.1	25.2	28.4	MM	MM	MM	MM	5899
2019	5	13	4	48	50	2.1	3.1	MM	MM	MM	MM	1016.2	25.4	28.4	MM	MM	MM	MM	5898
2019	5	13	4	54	40	2.6	3.1	MM	MM	MM	MM	1016.4	25.3	28.4	MM	MM	MM	MM	5897
2019	5	13	5	0	50	3.1	3.6	MM	MM	MM	MM	1016.5	25.4	28.4	MM	MM	0.4	MM	5896
2019	5	13	5	6	40	2.6	3.6	MM	MM	MM	MM	1016.5	25.2	28.4	MM	MM	MM	MM	5895
2019	5	13	5	12	50	2.6	3.6	MM	MM	MM	MM	1016.6	25.3	28.4	MM	MM	MM	MM	5894
2019	5	13	5	18	50	3.1	3.6	MM	MM	MM	MM	1016.6	25.3	28.4	MM	MM	MM	MM	5893
2019	5	13	5	24	50	2.6	3.6	MM	MM	MM	MM	1016.7	25.2	28.4	MM	MM	MM	MM	5892
2019	5	13	5	30	60	2.1	3.6	MM	MM	MM	MM	1016.7	25.3	28.4	MM	MM	MM	MM	5891
2019	5	13	5	36	40	2.6	3.1	MM	MM	MM	MM	1016.8	25.2	28.4	MM	MM	MM	MM	5890
2019	5	13	5	42	30	2.6	3.1	MM	MM	MM	MM	1016.9	25.3	28.4	MM	MM	MM	MM	5889
2019	5	13	5	48	30	2.1	2.6	MM	MM	MM	MM	1017	25.2	28.4	MM	MM	MM	MM	5888
2019	5	13	5	54	30	2.6	3.1	MM	MM	MM	MM	1017	25.2	28.4	MM	MM	MM	MM	5887
2019	5	13	6	0	40	2.1	2.6	MM	MM	MM	MM	1017.1	25.2	28.4	MM	MM	1.4	MM	5886
2019	5	13	6	6	30	2.1	2.6	MM	MM	MM	MM	1017.2	25.1	28.4	MM	MM	MM	MM	5885
2019	5	13	6	12	40	2.1	2.6	MM	MM	MM	MM	1017.3	25.3	28.4	MM	MM	MM	MM	5884
2019	5	13	6	18	70	1.5	2.6	MM	MM	MM	MM	1017.3	25.4	28.4	MM	MM	MM	MM	5883
2019	5	13	6	24	70	2.6	3.6	MM	MM	MM	MM	1017.3	25.1	28.4	MM	MM	MM	MM	5882
2019	5	13	6	30	70	2.6	3.6	MM	MM	MM	MM	1017.4	25.1	28.4	MM	MM	MM	MM	5881
2019	5	13	6	36	60	3.1	4.1	MM	MM	MM	MM	1017.6	25.1	28.4	MM	MM	MM	MM	5880
2019	5	13	6	42	70	2.6	4.1	MM	MM	MM	MM	1017.7	25	28.4	MM	MM	MM	MM	5879
2019	5	13	6	48	80	2.6	3.6	MM	MM	MM	MM	1017.8	24.9	28.4	MM	MM	MM	MM	5878
2019	5	13	6	54	70	2.6	3.6	MM	MM	MM	MM	1017.9	25	28.4	MM	MM	MM	MM	5877
2019	5	13	7	0	40	2.6	3.6	MM	MM	MM	MM	1017.9	25	28.4	MM	MM	2.2	MM	5876
